19270412,120,52,CHA,2,100000001,1,0,CLE,3,010000011,1,1
19270412,125,51,PHA,3,000002010,1,0,NYA,8,00004400x,1,1
19270412,125,51,BOS,2,000100100,1,0,WS1,6,20220000x,1,0
19270412,120,54,BRO,6,012000300,1,0,BSN,2,100000100,1,0
19270412,117,51,SLN,1,100000000,1,0,CHN,10,10500004x,1,1
19270412,91,54,PIT,2,200000000,1,0,CIN,1,000010000,1,0
19270412,140,54,NY1,15,020244003,1,0,PHI,7,101021002,1,1
19270413,123,54,CHA,7,000000016,2,1,CLE,2,000000110,2,0
19270413,135,51,PHA,4,101010100,2,1,NYA,10,11050300x,2,0
19270413,100,51,BRO,2,001000001,2,1,BSN,4,10000210x,2,0
19270413,99,54,SLN,5,000000410,2,0,CHN,0,000000000,2,0
19270414,100,51,CHA,2,010000001,3,0,CLE,3,00300000x,3,1
19270414,170,60,PHA,9,3010320000,3,1,NYA,9,3000400200,3,1
19270414,105,51,BOS,2,100001000,2,0,WS1,5,00201020x,2,0
19270414,118,51,BRO,3,002000001,3,1,BSN,7,11101300x,3,1
19270414,106,54,PIT,6,003010110,2,0,CIN,2,001000010,2,0
19270414,145,51,NY1,6,102101010,2,0,PHI,9,03201030x,2,2
19270415,,54,CHA,6,010000113,4,0,CLE,1,010000000,4,1
19270415,147,51,PHA,3,000000300,4,0,NYA,6,11110020x,4,1
19270415,69,30,DET,2,00020,1,0,SLA,2,10100,1,0
19270415,112,51,BOS,1,010000000,3,0,WS1,7,40102000x,3,1
19270415,100,51,BRO,1,000001000,4,1,BSN,3,00001200x,4,2
19270415,,51,SLN,0,000000000,3,2,CHN,1,01000000x,3,0
19270415,133,54,PIT,10,000271000,3,0,CIN,6,200002101,3,0
19270415,135,54,NY1,6,012021000,3,2,PHI,3,010010010,3,0
19270416,125,51,BOS,2,100001000,4,0,NYA,5,20001020x,5,0
19270416,111,51,CHA,1,000000100,5,0,SLA,3,10000200x,2,1
19270416,143,54,PHA,8,000120401,5,1,WS1,7,001202101,4,0
19270416,141,54,NY1,7,210200200,4,2,BSN,6,022000101,5,0
19270416,115,51,PIT,2,000100100,4,1,CHN,5,00001130x,4,0
19270416,104,51,SLN,4,000120010,4,0,CIN,5,00120002x,4,0
19270416,117,51,BRO,2,100000010,5,0,PHI,3,01000110x,4,1
19270417,132,54,DET,5,101000300,2,1,CLE,1,000010000,5,0
19270417,121,51,BOS,2,000100001,5,0,NYA,14,32012105x,6,1
19270417,133,54,PHA,13,203330002,6,0,WS1,3,200000010,5,0
19270417,150,54,CHA,12,030000009,6,1,SLA,5,000200120,3,0
19270417,120,54,PIT,8,001000421,5,1,CHN,3,001200000,5,0
19270417,102,54,SLN,2,000020000,5,2,CIN,1,100000000,5,0
19270417,148,54,BSN,7,100002040,6,0,BRO,2,000001100,6,0
19270418,115,51,DET,2,000000101,3,0,CLE,3,00001002x,6,1
19270418,89,51,BOS,0,000000000,6,1,NYA,3,20000100x,7,0
19270418,107,51,CHA,4,000030100,7,0,SLA,5,00002021x,4,1
19270418,120,51,PHA,0,000000000,7,0,WS1,4,40000000x,6,1
19270418,173,66,NY1,11,12210200111,5,0,BSN,10,00001160110,7,0
19270418,116,54,PIT,9,003000006,6,0,CHN,1,001000000,6,0
19270418,109,51,BRO,3,000000003,7,0,PHI,7,00500020x,5,2
19270419,122,54,DET,8,200002400,4,0,CLE,5,002000210,7,0
19270419,119,54,BOS,6,202001010,7,0,NYA,3,200000001,8,0
19270419,120,51,CHA,5,000023000,8,1,SLA,7,02003110x,5,0
19270419,109,54,PHA,3,000102000,8,0,WS1,1,010000000,7,0
19270419,143,51,NY1,5,101200100,6,0,BSN,9,10060020x,8,0
19270419,128,51,NY1,4,000000220,7,0,BSN,5,00040001x,9,0
19270419,94,54,SLN,9,113030100,6,0,CIN,1,000100000,6,0
19270419,99,51,BRO,0,000000000,8,0,PHI,4,30100000x,6,1
19270420,147,54,CLE,5,020003000,8,0,CHA,4,121000000,9,1
19270420,130,51,NYA,5,000121001,9,1,PHA,8,00030131x,9,1
19270420,118,51,SLA,0,000000000,6,0,DET,7,00013210x,5,0
19270420,125,51,BSN,3,000100011,10,0,BRO,4,00001300x,9,1
19270420,107,51,PHI,1,000000100,7,0,NY1,5,00011012x,8,0
19270420,90,51,CHN,2,100000001,7,0,SLN,4,10000021x,7,1
19270421,150,54,NYA,13,200133040,10,0,PHA,6,003030000,10,0
19270421,120,54,WS1,7,230100001,8,0,BOS,4,000004000,8,0
19270421,100,54,BSN,3,000101001,11,0,BRO,0,000000000,10,1
19270421,123,54,PHI,4,001002010,8,0,NY1,2,200000000,9,1
19270421,87,51,CIN,2,200000000,7,0,PIT,3,00201000x,7,0
19270422,115,54,WS1,7,002110030,9,0,BOS,3,000001002,9,0
19270422,104,51,CIN,1,000100000,8,0,PIT,3,10001100x,8,1
19270423,136,51,WS1,4,200001010,10,1,BOS,5,00400100x,10,2
19270423,118,51,CLE,2,000002000,9,1,CHA,8,00031202x,10,1
19270423,117,53,NYA,3,200100000,11,0,PHA,4,102000001,11,0
19270423,178,54,SLA,15,012315201,7,1,DET,10,101221120,6,0
19270423,125,54,BSN,4,210001000,12,0,BRO,2,020000000,11,1
19270423,120,51,PHI,1,000010000,9,0,NY1,5,00400001x,10,0
19270423,114,54,CIN,6,200011020,9,0,PIT,4,102001000,9,0
19270423,95,51,CHN,0,000000000,8,1,SLN,7,00002500x,8,0
19270424,120,54,SLA,9,150000012,8,1,CLE,4,020000101,10,0
19270424,135,54,NYA,6,010005000,12,1,WS1,2,000010100,11,0
19270424,144,54,DET,4,200010001,7,1,CHA,3,200000001,11,0
19270424,107,54,CHN,5,300110000,9,0,CIN,3,001000020,10,0
19270424,92,51,PIT,1,000000100,10,0,SLN,2,00200000x,9,2
19270424,125,54,PHI,5,012010010,10,0,BRO,1,001000000,12,0
19270424,147,51,BSN,8,030000203,13,0,NY1,12,01403004x,11,0
19270425,162,59,DET,6,0200040000,8,1,CHA,7,2100210001,12,0
19270425,99,51,SLA,1,000100000,9,0,CLE,9,00100332x,11,1
19270425,159,54,WS1,5,010000310,12,0,NYA,4,010111000,13,0
19270425,127,51,CHN,9,201001050,10,1,CIN,11,00010037x,11,1
19270425,119,51,BSN,4,000010102,14,0,PHI,12,15051000x,11,0
19270425,83,51,PIT,0,000000000,11,1,SLN,1,00000100x,10,1
19270426,134,54,PHA,9,100002330,12,0,BOS,8,034000001,11,1
19270426,,51,DET,3,000200001,9,0,CHA,9,10220112x,13,2
19270426,102,51,SLA,2,001010000,10,0,CLE,6,31100001x,12,0
19270426,130,54,NY1,7,010102111,12,1,BRO,2,000011000,13,1
19270426,,51,CHN,5,010102001,11,1,CIN,8,10001600x,12,2
19270426,123,54,PIT,9,313100100,12,0,SLN,5,003000200,11,0
19270427,115,54,PHA,4,100001200,13,1,BOS,1,000100000,12,0
19270427,,51,DET,2,000101000,10,1,CHA,7,03100210x,14,0
19270427,102,60,SLA,4,0000010102,11,0,CLE,2,0100100000,13,1
19270427,92,54,CHN,2,000001010,12,0,CIN,1,000000010,13,2
19270428,,64,SLA,1,00001000000,12,1,CHA,2,10000000001,15,1
