20160403,AL,193,51,NYN,3,000000030,1,1,KCA,4,10010200x,1,0
20160403,AL,171,54,TOR,5,200100020,1,0,TBA,3,001000002,1,1
20160403,NL,182,51,SLN,1,000000001,1,0,PIT,4,02000101x,1,1
20160404,AL,188,54,CHN,9,100202103,1,0,ANA,0,000000000,1,0
20160404,AL,168,53,MIN,2,000000200,1,0,BAL,3,000020001,1,0
20160404,AL,176,54,CHA,4,004000000,1,2,OAK,3,003000000,1,0
20160404,AL,178,54,TOR,5,001310000,2,0,TBA,3,010011000,2,0
20160404,AL,158,51,SEA,2,110000000,1,0,TEX,3,00003000x,1,0
20160404,NL,251,54,COL,10,006100030,1,0,ARI,5,010220000,1,0
20160404,NL,203,60,WAS,4,1001000011,1,1,ATL,3,1001000100,1,0
20160404,NL,176,51,PHI,2,020000000,1,0,CIN,6,10000005x,1,0
20160404,NL,215,54,SFN,12,022120050,1,0,MIL,3,111000000,1,0
20160404,NL,190,54,LAN,15,201005340,1,0,SDN,0,000000000,1,0
20160405,AL,154,54,CHN,6,004000200,2,0,ANA,1,000001000,2,0
20160405,AL,193,54,BOS,6,002002002,1,1,CLE,2,000200000,1,0
20160405,AL,171,54,NYN,2,000200000,2,0,KCA,0,000000000,2,0
20160405,AL,197,54,HOU,5,000101030,1,0,NYA,3,020000010,1,0
20160405,AL,208,54,CHA,5,000031001,2,0,OAK,4,001010020,2,0
20160405,AL,187,51,TOR,2,000200000,3,0,TBA,3,00010002x,3,1
20160405,AL,210,54,SEA,10,010100260,2,0,TEX,2,000200000,2,1
20160405,NL,194,51,COL,6,000600000,2,0,ARI,11,10100360x,2,0
20160405,NL,227,66,DET,8,13001000201,1,1,MIA,7,00000301300,1,0
20160405,NL,149,54,SFN,2,001100000,2,1,MIL,1,010000000,2,0
20160405,NL,207,64,SLN,5,00221000000,2,0,PIT,6,02102000001,2,0
20160405,NL,156,54,LAN,3,000300000,2,0,SDN,0,000000000,2,0
20160406,AL,191,51,MIN,2,001001000,2,0,BAL,4,01111000x,2,0
20160406,AL,209,51,BOS,6,020004000,2,0,CLE,7,41000110x,2,1
20160406,AL,225,51,HOU,6,140010000,2,0,NYA,16,63300130x,2,0
20160406,AL,174,51,CHA,1,001000000,3,0,OAK,2,11000000x,3,0
20160406,AL,167,51,TOR,3,003000000,4,0,TBA,5,00010103x,4,0
20160406,AL,176,54,SEA,9,210000105,3,2,TEX,5,020003000,3,1
20160406,NL,159,54,COL,4,201000100,3,2,ARI,3,002000001,3,0
20160406,NL,173,54,WAS,3,000000300,2,0,ATL,1,000100000,2,1
20160406,NL,143,52,PHI,2,200000000,2,1,CIN,3,100000002,2,0
20160406,NL,202,54,DET,7,020003020,2,0,MIA,3,000002001,2,1
20160406,NL,199,51,SFN,3,110001000,3,1,MIL,4,11100010x,3,0
20160406,NL,188,51,SLN,1,000001000,3,0,PIT,5,10003100x,3,1
