19230417,170,84,PHI,5,10022000000000,1,1,BRO,5,10001300000000,1,2
19230417,116,54,NY1,4,110000200,1,1,BSN,1,001000000,1,0
19230417,115,54,PIT,3,000300000,1,1,CHN,2,010000100,1,2
19230417,151,65,SLN,2,00000011000,1,1,CIN,3,01000100001,1,0
19230418,140,52,CHA,5,000010040,1,1,CLE,6,001120002,1,0
19230418,125,51,BOS,1,000000100,1,1,NYA,4,00400000x,1,1
19230418,150,54,DET,9,301004010,1,1,SLA,6,200300100,1,0
19230418,103,51,WS1,1,100000000,1,0,PHA,3,02010000x,1,0
19230418,120,51,PHI,5,300000002,2,1,BRO,6,000010005,2,0
19230418,122,54,NY1,7,011210200,2,0,BSN,4,000100300,2,0
19230418,90,51,PIT,2,000000200,2,1,CHN,7,00101005x,2,0
19230418,122,54,SLN,4,001000111,2,0,CIN,2,000002000,2,0
19230419,150,64,CHA,5,01000210001,2,0,CLE,6,20010001002,2,0
19230419,118,51,BOS,2,000000101,2,0,NYA,8,00010700x,2,0
19230419,119,54,DET,8,004000301,2,0,SLA,3,000000102,2,0
19230419,114,51,WS1,2,110000000,2,0,PHA,4,01100011x,2,1
19230419,118,54,PHI,5,103000100,3,2,BRO,3,000001002,3,0
19230419,177,54,NY1,4,000002002,3,0,BSN,3,000000030,3,0
19230419,110,54,NY1,4,000003001,4,0,BSN,3,020010000,4,0
19230419,113,51,PIT,5,000101021,3,0,CHN,10,01141021x,3,1
19230419,110,54,SLN,11,006100004,3,0,CIN,8,000200024,3,0
19230420,165,51,CHA,5,201200000,3,0,CLE,8,10020050x,3,0
19230420,114,52,BOS,3,300000000,3,0,NYA,4,000100012,3,1
19230420,118,51,DET,3,110010000,3,0,SLA,5,00002030x,3,0
19230420,120,51,WS1,2,010000001,3,1,PHA,6,00300201x,3,1
19230420,116,54,PHI,8,002122001,4,0,BRO,7,001130020,4,0
19230420,105,51,NY1,2,002000000,5,0,BSN,9,32004000x,5,1
19230420,130,52,PIT,11,110212112,4,3,CHN,12,000011271,4,0
19230420,124,51,SLN,2,002000000,4,0,CIN,10,02071000x,4,1
19230421,105,51,CHA,1,000100000,4,0,CLE,5,30110000x,4,2
19230421,114,51,BOS,6,010300002,4,1,NYA,7,00412000x,4,0
19230421,159,54,DET,16,410233030,4,1,SLA,1,000000100,4,0
19230421,152,54,WS1,6,010400001,4,1,PHA,4,010101100,4,0
19230421,101,54,NY1,7,100004200,6,1,BRO,0,000000000,5,0
19230421,122,51,PHI,1,000001000,5,0,BSN,14,04000523x,6,1
19230421,139,51,SLN,8,500010002,5,0,CHN,10,03000061x,5,0
19230421,118,51,PIT,6,001100301,5,0,CIN,12,44010210x,5,1
19230422,126,59,DET,0,0000000000,5,0,CLE,1,0000000001,5,0
19230422,132,54,WS1,4,001000300,5,1,NYA,3,100000020,5,0
19230422,129,54,CHA,4,000200020,5,0,SLA,3,000030000,5,0
19230422,100,54,NY1,10,001602100,7,2,BRO,0,000000000,6,0
19230422,131,54,PIT,15,150002322,6,0,CIN,9,300000402,6,1
19230422,141,53,SLN,7,000300004,6,1,CHN,8,200203001,6,1
19230423,122,51,DET,2,011000000,6,0,CLE,3,00010101x,6,1
19230423,118,54,WS1,2,200000000,6,1,NYA,1,000000001,6,0
19230423,204,84,CHA,7,12010003000000,6,0,SLA,7,00400010200000,6,0
