19120411,AL,110,51,SLA,2,000020000,1,-1,CHA,6,00100113x,1,-1
19120411,AL,140,64,DET,2,00000200000,1,-1,CLE,3,01010000001,1,-1
19120411,AL,122,54,BOS,5,100000004,1,-1,NYA,3,200000001,1,-1
19120411,AL,125,51,WS1,2,000000020,1,-1,PHA,4,10002100x,1,-1
19120411,NL,96,51,PHI,4,000110002,1,-1,BSN,7,00031120x,1,-1
19120411,NL,105,36,NY1,18,032454,1,-1,BRO,3,003000,1,-1
19120411,NL,143,51,CHN,6,005000100,1,-1,CIN,10,10060021x,1,-1
19120411,NL,95,51,PIT,0,000000000,1,-1,SLN,7,03000220x,1,-1
19120412,AL,125,59,SLA,1,0100000000,2,-1,CHA,2,0000001001,2,-1
19120412,AL,90,51,DET,2,000010001,2,-1,CLE,4,00100102x,2,-1
19120412,AL,118,54,BOS,5,300000020,2,-1,NYA,2,100000100,2,-1
19120412,AL,100,51,WS1,1,000100000,2,-1,PHA,3,00030000x,2,-1
19120412,NL,106,51,PHI,2,010000001,2,-1,BSN,4,00020002x,2,-1
19120412,NL,130,45,NY1,2,00010010,2,-1,BRO,4,1030000x,2,-1
19120412,NL,125,58,CHN,2,0001010000,2,-1,CIN,3,0001010001,2,-1
19120413,AL,115,54,SLA,2,000000200,3,-1,CHA,0,000000000,3,-1
19120413,AL,140,54,DET,12,320007000,3,-1,CLE,4,001020100,3,-1
19120413,AL,120,54,BOS,8,200060000,3,-1,NYA,4,400000000,3,-1
19120413,NL,140,54,PHI,14,120071201,3,-1,BSN,2,000000020,3,-1
19120413,NL,105,51,NY1,2,010010000,3,-1,BRO,5,30001010x,3,-1
19120413,NL,160,59,PIT,5,0100040000,2,-1,SLN,6,1020001101,2,-1
19120414,AL,110,54,SLA,4,003100000,4,-1,CHA,1,000000100,4,-1
19120414,AL,100,54,DET,1,100000000,4,-1,CLE,0,000000000,4,-1
19120414,NL,122,51,PIT,7,000201400,3,-1,CIN,11,20012060x,3,-1
19120414,NL,165,70,CHN,4,001100100100,3,-1,SLN,5,000021000101,3,-1
19120415,AL,127,51,DET,7,010032010,5,-1,CHA,12,10301052x,5,-1
19120415,AL,120,51,SLA,5,112100000,5,-1,CLE,8,00601001x,5,-1
19120415,AL,124,54,WS1,1,000000001,3,-1,NYA,0,000000000,4,-1
19120415,AL,119,51,BOS,1,000000100,4,-1,PHA,4,40000000x,3,-1
19120415,NL,82,51,NY1,0,000000000,4,-1,BSN,3,00000111x,4,-1
19120415,NL,115,54,PHI,10,800020000,4,-1,BRO,6,103000002,4,-1
19120415,NL,128,63,PIT,2,00000000200,4,-1,CIN,3,01100000001,4,-1
19120415,NL,135,54,CHN,9,001016001,4,-1,SLN,2,100001000,4,-1
