19160412,AL,117,51,PHA,1,000000001,1,1,BOS,2,00000110x,1,1
19160412,AL,110,54,DET,4,310000000,1,1,CHA,0,000000000,1,0
19160412,AL,,66,WS1,3,10000010001,1,1,NYA,2,00000020000,1,0
19160412,AL,140,54,SLA,6,011004000,1,-1,CLE,1,100000000,1,-1
19160412,NL,,54,BSN,5,010110101,1,1,BRO,1,000100000,1,0
19160412,NL,114,54,CHN,7,200030020,1,1,CIN,1,010000000,1,0
19160412,NL,126,53,NY1,4,201001000,1,0,PHI,5,120001001,1,0
19160412,NL,124,52,PIT,1,000000100,1,5,SLN,2,000000101,1,0
19160413,AL,122,51,PHA,2,000002000,2,0,BOS,8,40120100x,2,2
19160413,AL,130,51,DET,6,000010005,2,0,CHA,8,01321010x,2,1
19160413,AL,100,54,SLA,4,000000040,2,-1,CLE,2,000001010,2,-1
19160413,NL,120,51,CHN,3,000010110,2,0,CIN,8,01402010x,2,1
19160413,NL,88,54,NY1,2,000000002,2,2,PHI,0,000000000,2,2
19160413,NL,106,54,PIT,4,000000400,2,1,SLN,0,000000000,2,2
19160414,AL,150,51,DET,2,000110000,3,1,CHA,7,02010400x,3,0
19160414,NL,117,51,CHN,3,300000000,3,0,CIN,4,00001210x,3,0
19160414,NL,130,51,PIT,3,002000100,3,0,SLN,5,11000030x,3,0
19160415,AL,130,51,DET,4,000010210,4,1,CHA,9,70000002x,4,1
19160415,AL,,51,WS1,1,010000000,2,0,NYA,3,00100200x,2,2
19160415,AL,117,51,PHA,1,100000000,3,-1,BOS,2,00001001x,3,-1
19160415,AL,105,51,SLA,0,000000000,3,-1,CLE,3,20100000x,3,-1
19160415,NL,,54,BSN,4,001100020,2,2,BRO,2,000002000,2,1
19160415,NL,89,51,CHN,0,000000000,4,0,CIN,2,01010000x,4,3
19160415,NL,125,52,NY1,4,001001020,3,2,PHI,5,103000001,3,1
19160415,NL,117,54,PIT,6,000200004,4,1,SLN,1,000010000,4,1
19160416,AL,150,54,SLA,6,100050000,4,-1,CHA,5,010000301,5,-1
19160416,AL,125,59,DET,3,1010000010,5,-1,CLE,4,0002000011,4,-1
19160416,NL,,51,PIT,1,000010000,5,0,CIN,6,01302000x,5,1
19160416,NL,122,58,CHN,0,0000000000,5,-1,SLN,1,0000000001,5,-1
19160417,AL,110,48,WS1,1,00000001,3,3,BOS,5,10000400,4,0
19160417,AL,176,64,SLA,5,31100000000,5,0,CHA,6,00031000101,6,0
19160417,AL,150,72,DET,3,000010000002,6,-1,CLE,1,000100000000,5,-1
19160417,NL,118,54,PIT,10,530000200,6,0,CIN,1,000001000,6,0
19160417,NL,136,54,CHN,5,100002200,6,0,SLN,1,010000000,6,0
19160418,AL,,51,PHA,2,000010010,4,2,NYA,4,01000210x,3,0
19160418,AL,110,54,WS1,4,110000011,4,-1,BOS,2,000000020,5,-1
19160418,AL,126,51,SLA,2,000101000,6,-1,CHA,7,23000110x,7,-1
19160418,AL,140,54,DET,4,000002110,7,-1,CLE,3,200100000,6,-1
19160418,NL,128,57,PIT,3,1010000010,7,2,CIN,4,2000000101,7,0
19160418,NL,107,51,BSN,0,000000000,3,-1,PHI,4,01000201x,4,-1
19160419,AL,,54,WS1,3,100020000,5,1,BOS,2,100000010,6,1
19160419,AL,116,51,WS1,0,000000000,6,0,BOS,2,01000100x,7,2
19160419,AL,120,54,SLA,6,010002102,7,2,CHA,2,002000000,8,0
19160419,AL,,51,PHA,1,100000000,5,2,NYA,2,20000000x,4,2
19160419,NL,,51,NY1,3,000120000,4,0,BRO,7,01100014x,3,2
19160419,NL,145,51,BSN,5,000300020,4,0,PHI,6,01000302x,5,3
19160420,AL,93,53,CHA,1,000000010,9,1,DET,2,000000002,8,2
19160420,AL,115,54,BOS,7,400001200,8,1,PHA,1,000010000,6,0
19160420,AL,,51,NYA,4,000200020,5,0,WS1,12,13012122x,7,0
19160420,NL,,51,BRO,0,000000000,4,0,BSN,8,43010000x,5,0
19160420,NL,180,64,CIN,6,20002101000,8,2,CHN,7,20010002101,7,1
19160420,NL,160,72,PHI,7,020040000001,6,2,NY1,6,030003000000,5,1
19160420,NL,144,54,SLN,5,030000200,7,1,PIT,0,000000000,8,0
19160421,AL,120,51,CHA,2,000200000,10,4,DET,3,00000210x,9,0
19160421,AL,100,51,BOS,1,000000001,9,1,PHA,3,01001010x,7,1
19160421,AL,,42,NYA,5,1002002,6,3,WS1,3,0003000,8,0
19160421,AL,120,51,CLE,1,000000001,7,-1,SLA,11,40011014x,8,-1
19160421,NL,,54,BRO,10,300005101,5,1,BSN,3,000300000,6,1
19160421,NL,,54,PHI,6,000100131,7,2,NY1,2,000200000,6,0
19160421,NL,106,51,SLN,0,000000000,8,0,PIT,8,04010003x,9,3
19160422,AL,110,51,BOS,2,020000000,10,0,PHA,6,30210000x,8,2
19160422,AL,,66,NYA,3,00010000002,7,1,WS1,2,00000100001,9,0
19160422,AL,188,90,CLE,1,010000000000000,8,-1,SLA,1,000000001000000,9,-1
19160422,NL,132,52,CIN,7,000000232,9,1,CHN,8,220200002,8,0
19160423,AL,140,54,CHA,3,010200000,11,-1,DET,2,000001010,10,-1
19160423,AL,132,54,CLE,14,120220304,9,-1,SLA,2,000000011,10,-1
19160423,NL,95,51,PIT,0,000000000,10,0,CHN,3,00000102x,9,1
19160423,NL,160,72,SLN,2,000100000001,9,2,CIN,1,000000100000,10,1
19160424,AL,107,51,CHA,2,010010000,12,0,DET,4,00040000x,11,1
19160424,AL,112,54,BOS,4,020000101,11,0,PHA,0,000000000,9,1
19160424,AL,,51,NYA,2,000000002,8,0,WS1,8,00240011x,10,2
19160424,AL,122,54,CLE,5,020030000,10,-1,SLA,4,200000002,11,-1
19160424,NL,123,54,SLN,5,001000022,10,1,CIN,2,100001000,11,2
19160425,AL,110,51,CHA,2,000200000,13,0,CLE,9,50000103x,11,4
19160425,AL,,60,BOS,4,0000021001,12,1,NYA,3,0000010110,9,3
19160425,NL,,51,NY1,1,100000000,7,1,BSN,3,10010010x,7,0
19160425,NL,130,51,SLN,3,001200000,11,0,CIN,11,71001200x,12,2
19160426,AL,117,51,CHA,3,000200001,14,0,CLE,5,00000005x,12,0
19160426,AL,,51,BOS,0,000000000,13,0,NYA,9,50002020x,10,4
19160426,AL,120,54,PHA,3,100000110,10,-1,WS1,2,000000200,11,-1
19160426,NL,105,51,PIT,3,000100101,11,2,CHN,6,00010005x,10,2
19160426,NL,120,54,BRO,6,001000500,6,1,PHI,3,000100200,8,1
19160427,AL,135,54,CHA,5,110021000,15,0,CLE,3,000003000,13,2
19160427,AL,127,54,DET,7,100401100,12,-1,SLA,2,200000000,12,-1
19160427,AL,120,51,PHA,2,000000200,11,-1,WS1,4,11000002x,12,-1
19160427,NL,,51,NY1,2,000010001,8,0,BSN,3,20010000x,8,1
19160427,NL,132,51,SLN,5,110000003,12,0,CHN,9,00360000x,11,1
19160428,AL,110,58,CHA,1,0000010000,16,2,CLE,2,0000100001,14,0
19160428,AL,155,66,BOS,3,00000000201,14,0,NYA,2,00101000000,11,1
19160428,AL,110,54,DET,6,200000121,13,-1,SLA,5,000112100,13,-1
19160428,AL,125,52,PHA,6,000060000,12,-1,WS1,7,000120004,13,-1
19160428,NL,112,51,SLN,0,000000000,13,0,CHN,7,10020400x,12,3
19160428,NL,135,54,BRO,5,101120000,7,1,PHI,3,000201000,9,0
19160428,NL,96,51,CIN,1,100000000,13,0,PIT,5,20210000x,12,1
19160429,AL,130,60,NYA,4,0000010012,12,2,PHA,2,0002000000,13,0
19160429,AL,116,54,CHA,3,001000020,17,2,SLA,1,000010000,14,1
19160429,AL,150,64,CLE,4,01100002000,15,-1,DET,5,02000000201,14,-1
19160429,AL,95,51,BOS,0,000000000,15,-1,WS1,4,00000022x,14,-1
19160429,NL,120,54,PHI,5,100120100,10,0,BSN,2,010100000,9,1
19160429,NL,126,54,SLN,8,000202013,14,0,CHN,4,100000300,13,0
19160429,NL,179,72,BRO,5,000101002001,8,1,NY1,4,020000011000,9,0
19160429,NL,104,51,CIN,1,000000100,14,2,PIT,2,20000000x,13,2
19160430,AL,150,54,CLE,12,151112001,16,-1,DET,6,010001301,15,-1
19160430,AL,116,54,CHA,6,110110200,18,-1,SLA,2,100100000,15,-1
19160430,NL,160,52,PIT,7,000410002,14,2,CIN,8,000123002,15,1
19160501,AL,107,51,NYA,2,020000000,13,1,PHA,4,30001000x,14,0
19160501,AL,57,30,CLE,2,20000,17,-1,DET,0,00000,16,-1
19160501,AL,135,51,BOS,3,000300000,16,-1,WS1,5,02000003x,15,-1
19160501,NL,103,51,PHI,2,100000100,11,0,BSN,5,11003000x,10,2
19160501,NL,100,51,PIT,0,000000000,15,0,CIN,3,10000200x,16,0
19160501,NL,116,54,BRO,8,004040000,9,3,NY1,5,102000020,10,1
19160502,AL,125,54,NYA,9,200042010,14,1,PHA,4,000000013,15,1
19160502,AL,130,54,CHA,5,000010103,19,1,SLA,4,012010000,16,1
19160502,AL,114,54,CLE,6,011202000,18,-1,DET,1,100000000,17,-1
19160502,AL,115,51,BOS,4,000000400,17,-1,WS1,7,10012201x,16,-1
19160502,NL,115,54,SLN,3,102000000,15,2,CHN,0,000000000,14,0
19160502,NL,,51,BRO,1,000100000,10,1,NY1,2,00101000x,11,2
